"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
108,"Iran","Middle East and North Africa",4.692,6.18396,0.4418,66,0.37877,0.46206,0.10502,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"single-party elections",2,FALSE,FALSE,"Middle East","c","NF",6,6
80,"Pakistan","South Asia",5.269,3.88549,0.41767,59,0.35733,0.37639,0.26781,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",4,5
145,"Haiti","Latin America and Caribbean",3.603,1.97037,0.39765,55,0.04614,0.58372,0.2151,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Americas","c","PF",5,5
154,"Burundi","Sub-Saharan Africa",2.905,0.48976,0.39104,52,0.091,0.24393,0.18123,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,6
147,"South Sudan","Sub-Saharan Africa",3.591,2.12345,0.37336,52,0.22341,0.34087,0.25154,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"no elections",2.16666666666667,FALSE,FALSE,"Africa","c","NF",7,7
141,"Afghanistan","South Asia",3.794,2.14606,0.36108,53,0.16131,0.37213,0.13172,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Asia","c","NF",6,6
125,"Georgia","Commonwealth of Independent States",4.286,5.08141,0.35429,66,0.47005,0.06444,0.54203,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2.25,TRUE,TRUE,"Eurasia","c","PF",3,3
136,"Malawi","Sub-Saharan Africa",3.97,1.24784,0.31825,56,0.70933,0.34265,0.1566,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","PF",3,3
143,"Benin","Sub-Saharan Africa",3.657,2.30433,0.27028,53,0.64712,0.24813,0.13123,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,2
150,"Togo","Sub-Saharan Africa",3.495,1.63273,0.26815,54,0.57794,0.23494,0.20604,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",4,4
152,"Syria","Middle East and North Africa",3.462,4.1542,0.24594,62,0.12387,0.58904,0.32596,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Middle East","c","NF",7,7
155,"Central African Republic","Sub-Saharan Africa",2.693,0,0,48,0.41146,0.33514,0.12183,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.6,FALSE,FALSE,"Africa","c","NF",7,7
145,"Afghanistan","South Asia",3.6315,2.01215,0.20121,59,0.11671,0.31964,0.07937,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Asia","c","NF",5,6
112,"Albania","Central and Eastern Europe",4.586,5.55338,0.55534,70,0.57789,0.2497,0.07098,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Europe","c","PF",3,3
84,"Algeria","Middle East and North Africa",5.2946,5.93587,0.59359,68,0.10667,0.09237,0.29437,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
142,"Angola","Sub-Saharan Africa",3.7948,4.42773,0.44277,59,0,0.13198,0.13409,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,TRUE,FALSE,"Africa","c","NF",6,6
29,"Argentina","Latin America and Caribbean",6.388,6.50476,0.65048,69,0.78637,0.10366,0.11709,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,2
129,"Armenia","Commonwealth of Independent States",4.3206,4.95064,0.49506,68,0.35902,0.12894,0.06049,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2,TRUE,TRUE,"Eurasia","c","PF",5,4
10,"Australia","North America and ANZ",7.2721,8.12558,0.81256,73,0.8924,0.60412,0.66165,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
12,"Austria","Western Europe",7.1394,8.13407,0.81341,73,0.85198,0.40499,0.48979,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
87,"Azerbaijan","Commonwealth of Independent States",5.2006,6.20973,0.62097,66,0.59332,0.05172,0.38622,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Eurasia","c","NF",7,6
43,"Bahrain","Middle East and North Africa",6.1051,8.11235,0.81123,68,0.82043,0.40655,0.2693,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0,FALSE,FALSE,"Middle East","c","NF",7,6
115,"Bangladesh","South Asia",4.5004,3.22814,0.32281,66,0.80007,0.256,0.3147,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Asia","c","PF",4,4
73,"Belarus","Commonwealth of Independent States",5.4833,6.29925,0.62993,68,0.42414,0.16898,0.3378,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Eurasia","c","NF",6,6
16,"Belgium","Western Europe",6.9269,8.02595,0.8026,73,0.80429,0.31467,0.52606,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
49,"Belize","Latin America and Caribbean",5.9556,4.89207,0.48921,63,0.81818,0.3055,0.19389,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Americas","c","F",1,2
136,"Benin","Sub-Saharan Africa",4.1414,2.29103,0.2291,58,0.60699,0.27317,0.14625,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,2
97,"Bhutan","South Asia",5.0821,4.82921,0.48292,65,0.74743,0.60915,0.37381,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
62,"Bolivia","Latin America and Caribbean",5.7519,4.55479,0.45548,64,0.8361,0.23621,0.11778,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
93,"Bosnia and Herzegovina","Central and Eastern Europe",5.1294,5.54813,0.55481,70,0.38691,0.36134,0,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Europe","c","PF",4,4
146,"Botswana","Sub-Saharan Africa",3.5898,6.16459,0.61646,62,0.76855,0.0709,0.20189,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","F",3,2
28,"Brazil","Latin America and Caribbean",6.4189,5.97856,0.59786,68,0.68113,0.18451,0.19214,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.875,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","F",2,2
100,"Bulgaria","Central and Eastern Europe",4.9331,6.3942,0.63942,69,0.49519,0.10746,0.02044,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",2,2
121,"Burkina Faso","Sub-Saharan Africa",4.4244,1.9021,0.19021,59,0.43015,0.29362,0.27995,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,3
156,"Burundi","Sub-Saharan Africa",2.9045,0.55066,0.05507,56,0.08951,0.24918,0.16621,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,6
120,"Cambodia","Southeast Asia",4.4326,3.32717,0.33272,63,0.96122,0.42895,0.14208,2018,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",6,5
99,"Cameroon","Sub-Saharan Africa",4.9753,3.24223,0.32422,57,0.62613,0.3059,0.09497,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
7,"Canada","North America and ANZ",7.3285,8.06773,0.80677,73,0.90143,0.53657,0.6366,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
155,"Central African Republic","Sub-Saharan Africa",3.083,0.14496,0.0145,53,0.42138,0.36541,0.08391,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.6,FALSE,FALSE,"Africa","c","NF",7,7
131,"Chad","Sub-Saharan Africa",4.3006,2.16991,0.21699,54,0.26075,0.30259,0.13119,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
25,"Chile","Latin America and Caribbean",6.4762,6.86033,0.68603,71,0.59523,0.32976,0.13264,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
86,"China","East Asia",5.2458,5.9993,0.59993,71,0.82375,0.04795,0.22613,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0.470588235294118,TRUE,"no elections",2.29411764705882,FALSE,FALSE,"Asia","c","NF",7,6
37,"Colombia","Latin America and Caribbean",6.2601,5.82411,0.58241,67,0.73353,0.16499,0.08628,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.6,TRUE,TRUE,"Americas","c","PF",3,3
114,"Congo (Brazzaville)","Sub-Saharan Africa",4.5587,4.13327,0.41333,60,0.70919,0.15311,0.16916,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
132,"Congo (Kinshasa)","Sub-Saharan Africa",4.2449,0.41979,0.04198,57,0.43113,0.33005,0.11434,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.111111111111111,TRUE,"non-democratic multi-party elections",1.88888888888889,FALSE,FALSE,"Africa","c","NF",7,6
13,"Costa Rica","Latin America and Caribbean",7.0717,6.12525,0.61252,71,0.87169,0.2398,0.22018,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","F",1,1
82,"Croatia","Central and Eastern Europe",5.3212,6.76097,0.6761,69,0.52503,0.20085,0.08523,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.6,TRUE,"democratic elections",2.6,TRUE,TRUE,"Europe","c","F",1,2
61,"Cyprus","Middle East and North Africa",5.7625,7.45164,0.74516,73,0.58353,0.33886,0.07654,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Europe","c","F",1,1
21,"Czech Republic","Central and Eastern Europe",6.7109,7.47985,0.74799,72,0.74901,0.10704,0.07361,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
3,"Denmark","Western Europe",7.5553,8.1935,0.81935,72,0.9431,0.47592,0.89266,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
83,"Dominican Republic","Latin America and Caribbean",5.3018,5.953,0.5953,66,0.7982,0.20073,0.23139,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.25,TRUE,TRUE,"Americas","c","PF",3,3
48,"Ecuador","Latin America and Caribbean",5.9732,5.39197,0.5392,69,0.76765,0.19064,0.26294,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
122,"Egypt","Middle East and North Africa",4.4192,5.36904,0.5369,65,0.43076,0.15466,0.23331,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Africa","c","NF",6,6
40,"El Salvador","Latin America and Caribbean",6.1668,4.8866,0.48866,67,0.63587,0.10888,0.18018,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,3
63,"Estonia","Western Europe",5.7392,7.27703,0.7277,69,0.76302,0.14346,0.38048,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",1,1
127,"Ethiopia","Sub-Saharan Africa",4.3502,1.86731,0.18673,62,0.62376,0.36749,0.31958,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Africa","c","NF",7,6
1,"Finland","Western Europe",7.6321,7.91421,0.79142,72,0.93948,0.3207,0.85993,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
23,"France","Western Europe",6.4893,7.83956,0.78396,73,0.71818,0.16373,0.38447,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
103,"Gabon","Sub-Saharan Africa",4.7583,6.28407,0.62841,62,0.49178,0.05361,0.11282,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
128,"Georgia","Commonwealth of Independent States",4.3405,5.17439,0.51744,67,0.51823,0.06442,0.46992,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2.25,TRUE,TRUE,"Eurasia","c","PF",3,3
15,"Germany","Western Europe",6.9647,8.12357,0.81236,72,0.80907,0.45768,0.61239,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
108,"Ghana","Sub-Saharan Africa",4.657,3.58823,0.35882,60,0.68812,0.35439,0.06293,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",1,2
79,"Greece","Western Europe",5.3579,6.99674,0.69967,72,0.18072,0,0.0973,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",2,2
30,"Guatemala","Latin America and Caribbean",6.3819,4.73802,0.4738,66,0.83412,0.29922,0.15453,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
140,"Guinea","Sub-Saharan Africa",3.9641,2.08427,0.20843,58,0.54428,0.3104,0.20532,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.833333333333333,TRUE,"democratic elections",2.83333333333333,TRUE,TRUE,"Africa","c","PF",5,5
148,"Haiti","Latin America and Caribbean",3.582,1.90865,0.19087,59,0.03429,0.65657,0.22664,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Americas","c","PF",5,5
72,"Honduras","Latin America and Caribbean",5.504,3.75752,0.37575,67,0.63304,0.32935,0.16102,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
76,"Hong Kong","East Asia",5.4304,8.52041,0.85204,76,0.72358,0.41245,0.63775,2018,"Special Administrative Region of China",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Asia","t","PF",5,2
69,"Hungary","Central and Eastern Europe",5.62,7.10126,0.71013,69,0.35751,0.1016,0.04871,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.875,TRUE,"democratic elections",2.875,TRUE,TRUE,"Europe","c","F",3,2
4,"Iceland","Western Europe",7.4952,8.14589,0.81459,73,0.93378,0.59112,0.30203,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
133,"India","South Asia",4.1898,4.37378,0.43738,64,0.74442,0.28815,0.20391,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.16666666666667,TRUE,TRUE,"Asia","c","F",2,3
96,"Indonesia","Southeast Asia",5.0926,5.45189,0.54519,64,0.74282,0.80999,0.03858,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Asia","c","PF",2,4
106,"Iran","Middle East and North Africa",4.7066,6.41904,0.6419,68,0.63405,0.47256,0.28289,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"single-party elections",2,FALSE,FALSE,"Middle East","c","NF",6,6
117,"Iraq","Middle East and North Africa",4.4556,6.12391,0.61239,65,0.41918,0.24709,0.20703,2018,"Military dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.4,FALSE,FALSE,"Middle East","c","NF",5,6
14,"Ireland","Western Europe",6.9771,8.77826,0.87783,72,0.84746,0.51293,0.66923,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
11,"Israel","Middle East and North Africa",7.19,7.54265,0.75427,73,0.64053,0.43921,0.17875,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Middle East","c","F",1,3
47,"Italy","Western Europe",6.0004,7.66585,0.76659,74,0.38789,0.2285,0.06226,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
107,"Ivory Coast","Sub-Saharan Africa",4.6712,3.27954,0.32795,55,0.64394,0.24498,0.2253,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,4
56,"Jamaica","Latin America and Caribbean",5.8898,4.96379,0.49638,68,0.79405,0.16111,0.06848,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2,TRUE,TRUE,"Americas","c","F",2,3
54,"Japan","East Asia",5.915,7.8482,0.78482,75,0.76331,0.13154,0.32754,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","F",1,1
90,"Jordan","Middle East and North Africa",5.1607,4.98216,0.49822,67,0.64574,0.21729,0.29362,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Middle East","c","PF",5,5
60,"Kazakhstan","Commonwealth of Independent States",5.7901,6.92895,0.6929,67,0.62611,0.24699,0.26414,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Eurasia","c","NF",7,5
124,"Kenya","Sub-Saharan Africa",4.4097,2.98993,0.29899,63,0.69526,0.58984,0.12066,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
45,"Kuwait","Middle East and North Africa",6.0834,8.93673,0.89367,68,0.76508,0.28009,0.23236,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Middle East","c","PF",5,5
92,"Kyrgyzstan","Commonwealth of Independent States",5.1308,3.21183,0.32118,66,0.74521,0.46971,0.07567,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.5,TRUE,TRUE,"Eurasia","c","PF",5,5
110,"Laos","East Asia",4.6231,4.36469,0.43647,63,0.86436,0.38437,0.38006,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,6
53,"Latvia","Western Europe",5.9331,6.96159,0.69616,68,0.50098,0.15337,0.14516,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",2,2
88,"Lebanon","Middle East and North Africa",5.1989,5.84904,0.5849,70,0.40257,0.31214,0.07353,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,TRUE,FALSE,"Middle East","c","PF",6,4
141,"Lesotho","Sub-Saharan Africa",3.8082,2.86516,0.28652,55,0.58379,0.19347,0.24401,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","PF",3,3
149,"Liberia","Sub-Saharan Africa",3.4954,0.45922,0.04592,59,0.57819,0.34407,0.0657,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,FALSE,"Africa","c","PF",3,3
50,"Lithuania","Western Europe",5.9519,7.25776,0.72578,69,0.48291,0.04378,0.01391,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Europe","c","F",1,1
17,"Luxembourg","Western Europe",6.9099,9.55748,0.95575,73,0.87238,0.32808,0.70243,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
89,"North Macedonia","Central and Eastern Europe",5.1848,5.81755,0.58176,68,0.54451,0.28988,0.1148,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","PF",4,3
143,"Madagascar","Sub-Saharan Africa",3.7736,1.59086,0.15909,62,0.30514,0.25867,0.10621,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
147,"Malawi","Sub-Saharan Africa",3.5868,1.12839,0.11284,60,0.73231,0.35196,0.17561,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","PF",3,3
35,"Malaysia","Southeast Asia",6.3221,7.04231,0.70423,68,0.4916,0.52117,0.12945,2018,"Mixed democratic",TRUE,TRUE,FALSE,FALSE,FALSE,0.4,TRUE,"democratic elections",1.6,TRUE,TRUE,"Asia","c","PF",4,4
118,"Mali","Sub-Saharan Africa",4.447,2.24252,0.22425,56,0.50698,0.23319,0.12232,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",5,4
22,"Malta","Western Europe",6.6266,7.7026,0.77026,72,0.89076,0.62889,0.31128,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",1,1
126,"Mauritania","Middle East and North Africa",4.3555,3.37786,0.33779,59,0.17742,0.22454,0.20422,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
55,"Mauritius","Sub-Saharan Africa",5.8915,6.6107,0.66107,68,0.80596,0.41003,0.10917,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",1,2
24,"Mexico","Latin America and Caribbean",6.4882,6.29594,0.62959,70,0.66142,0.11494,0.20724,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","PF",3,3
67,"Moldova","Central and Eastern Europe",5.6397,3.98173,0.39817,67,0.32046,0.28607,0.00071,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Eurasia","c","PF",3,3
94,"Mongolia","East Asia",5.1246,5.54363,0.55436,66,0.5454,0.42312,0.0694,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",1,TRUE,TRUE,"Asia","c","F",1,2
